Designation,Resource Allocation,Mental Fatigue Score,Company Type_Service,WFH Setup Available_Yes,Gender_Male
0.7233266554777077,0.25018501022520323,-0.061772578071551926,0.7247063197480716,-1.0822969067497545,1.0515053164015442
-0.15932992439207927,0.25018501022520323,-0.9414810558343057,0.7247063197480716,-1.0822969067497545,-0.9510175406646485
0.7233266554777077,0.25018501022520323,0.9731785722375703,0.7247063197480716,-1.0822969067497545,-0.9510175406646485
-1.0419865042618663,-1.2145679313137445,-0.5792481532261131,-1.3798692970521194,-1.0822969067497545,-0.9510175406646485
-0.15932992439207927,0.7384359907381858,1.180168802299395,-1.3798692970521194,0.9239608777993273,1.0515053164015442
2.4886398152172817,2.2031889322771336,1.2319163598148508,0.7247063197480716,-1.0822969067497545,1.0515053164015442
2.4886398152172817,2.2031889322771336,1.2319163598148508,0.7247063197480716,-1.0822969067497545,1.0515053164015442
1.6059832353474948,1.2266869712511683,1.5424017049075873,-1.3798692970521194,-1.0822969067497545,-0.9510175406646485
-1.0419865042618663,-1.2145679313137445,-2.1316748786897963,0.7247063197480716,0.9239608777993273,1.0515053164015442
-1.0419865042618663,-1.2145679313137445,0.24871276702118503,-1.3798692970521194,0.9239608777993273,1.0515053164015442
1.6059832353474948,1.714937951764151,1.749391934969412,0.7247063197480716,-1.0822969067497545,-0.9510175406646485
-1.0419865042618663,-0.7263169508007619,-0.9414810558343057,0.7247063197480716,0.9239608777993273,1.0515053164015442
0.7233266554777077,1.2266869712511683,0.40395543956755325,0.7247063197480716,-1.0822969067497545,1.0515053164015442
1.6059832353474948,1.2266869712511683,0.8696834572066585,-1.3798692970521194,-1.0822969067497545,1.0515053164015442
1.6059832353474948,1.714937951764151,1.5941492624230442,0.7247063197480716,-1.0822969067497545,1.0515053164015442
0.7233266554777077,0.7384359907381858,0.7661883421757462,0.7247063197480716,-1.0822969067497545,1.0515053164015442
0.7233266554777077,-0.23806597028777932,0.30046032453664095,0.7247063197480716,0.9239608777993273,-0.9510175406646485
-0.15932992439207927,-0.23806597028777932,-0.7344908257724813,0.7247063197480716,-1.0822969067497545,1.0515053164015442
-1.9246430841316533,-1.702818911826727,-1.614199303535235,-1.3798692970521194,-1.0822969067497545,1.0515053164015442
0.7233266554777077,-0.23806597028777932,-0.2687628081333761,0.7247063197480716,0.9239608777993273,1.0515053164015442
1.6059832353474948,1.714937951764151,1.2836639173303068,-1.3798692970521194,-1.0822969067497545,1.0515053164015442
0.7233266554777077,0.25018501022520323,0.30046032453664095,-1.3798692970521194,0.9239608777993273,-0.9510175406646485
0.7233266554777077,0.7384359907381858,0.8696834572066585,0.7247063197480716,0.9239608777993273,-0.9510175406646485
-1.0419865042618663,-1.2145679313137445,0.19696520950572866,-1.3798692970521194,-1.0822969067497545,-0.9510175406646485
0.7233266554777077,0.25018501022520323,0.19696520950572866,-1.3798692970521194,-1.0822969067497545,-0.9510175406646485
-0.15932992439207927,-0.23806597028777932,-0.47575303819520076,0.7247063197480716,0.9239608777993273,1.0515053164015442
1.6059832353474948,1.2266869712511683,1.3871590323612197,-1.3798692970521194,0.9239608777993273,1.0515053164015442
0.7233266554777077,0.7384359907381858,0.09347009447481679,0.7247063197480716,0.9239608777993273,-0.9510175406646485
-1.0419865042618663,-1.702818911826727,-0.9414810558343057,0.7247063197480716,-1.0822969067497545,1.0515053164015442
1.6059832353474948,0.7384359907381858,-0.010025020556095537,0.7247063197480716,0.9239608777993273,1.0515053164015442
-1.0419865042618663,-1.702818911826727,-1.2002188434115864,-1.3798692970521194,-1.0822969067497545,-0.9510175406646485
1.6059832353474948,1.2266869712511683,0.7144407846602898,0.7247063197480716,0.9239608777993273,1.0515053164015442
-0.15932992439207927,0.25018501022520323,-0.630995710741569,0.7247063197480716,0.9239608777993273,-0.9510175406646485
-1.0419865042618663,-1.2145679313137445,0.1452176519902727,0.7247063197480716,0.9239608777993273,-0.9510175406646485
-0.15932992439207927,-0.23806597028777932,-0.5275005957106567,0.7247063197480716,0.9239608777993273,1.0515053164015442
-0.15932992439207927,0.7384359907381858,0.5074505545984656,-1.3798692970521194,0.9239608777993273,-0.9510175406646485
-0.15932992439207927,-0.23806597028777932,-0.5792481532261131,0.7247063197480716,-1.0822969067497545,-0.9510175406646485
0.7233266554777077,0.25018501022520323,0.8179358996912021,-1.3798692970521194,0.9239608777993273,-0.9510175406646485
0.7233266554777077,0.7384359907381858,0.30046032453664095,0.7247063197480716,0.9239608777993273,1.0515053164015442
0.7233266554777077,1.2266869712511683,1.128421244783939,-1.3798692970521194,-1.0822969067497545,1.0515053164015442
